3551975087807525,576281.99
50388232100406517,202556.79
3540480794589627,578997.31
3573184407361404,233232.98
5602216279537065,558455.38
3550286016833678,931353.28
6771161146733971,924901.55
6385632326615129,945369.16
4917675171135984,675334.60
630463063768663199,243959.47
5610542826854506254,413687.73
3576747699710269,863035.96
5610878977051721,734690.91
3548375302677470,501271.62
5602237002414307,671149.59
3579593386856545,384591.48
3531656850857484,836315.60
3572049735131624,495949.49
5487418030589183,965666.48
06042939872238395,694974.97
6759941571191598447,887757.42
3537145967799890,567550.97
50383587977804416,541173.39
3540214317720629,294917.73
677169979197870253,510706.58
5602239616308727,601665.75
5602213733469573106,732156.64
4903860757719745221,794135.53
3545386905330501,20.79
4017957603580865,354157.06
5018958290035946,241918.26
337941287024284,174594.84
5100172005827378,752371.47
5421958405917138,326784.64
5610317766772114,391808.00
3533439804367589,740859.13
633110597869881425,103231.30
564182248009282260,650750.15
5002354222226191,53650.80
3544874636355765,628747.21
3546404760739515,175694.30
30375326643673,301876.50
3576402318596695,397998.36
5610740918383045,844330.72
3567039248761436,494529.02
4913022411470349,602435.06
3566039583283799,545712.49
4913168464113557,830551.54
3548219952906591,74463.25
3558971771283258,176285.48
3564949785744251,474855.23
3580226500942639,527814.34
201934987067680,296428.24
4913693859972390,860400.51
6762562335490664,681557.63
3575736371685692,878446.52
3580067999518401,840231.96
3570775679460882,991005.16
3577905051599501,958159.76
3558052866151328,697819.43
3567504117699736,613423.53
3574081179459052,217680.56
5291454153987082,609495.10
560221335145469918,76729.97
5602239567110981,891012.90
5564032240297366,374268.70
6763036148812182980,673066.33
3540489496149366,853155.54
5048374643275185,158400.45
6709388311079843085,724464.81
3556026693025907,823840.18
4017958676470,151231.07
3549002996549588,397640.11
3586082079597005,657115.67
6372850016734399,77627.52
5100139787184567,479167.18
3541245669362767,900466.34
3539432032241944,202669.70
3534166482916739,480109.74
3574658316746473,330067.11
5518738714211975,9857.78
3567310688325465,2224.79
3579845291666090,685126.47
63043179337181597,258368.46
3559848415549956,615317.24
3556466092289847,445678.39
3540334167253818,240369.77
4026996236815032,823757.49
6334928851165159783,396858.93
372301546875214,271080.25
30346784455967,53414.68
6387582277156680,618726.80
3529172549449794,689000.66
3560035471481459,70285.81
3528213992920336,813922.02
4405386233261367,61827.33
3585318962849587,180617.26
3562891718668383,270042.99
5602240081764949,903215.45
4017953889575547,925364.34
3586401207557857,806900.93
340859572023511,901396.93
5610620782230227,749674.54
5301575295969634,311850.31
3552560795868578,4662.07
4041599939816,638547.10
3572881717692078,55755.31
5100137032499574,876119.25
6767632874796014,283099.67
201448381028016,24716.26
6771443032858652,586054.25
4175003017432563,832259.28
6399961207129395,859474.60
345730782764373,730237.24
3575589409356368,792792.14
5007660761685935,529497.98
5498581053346380,504729.57
3573583978660336,318907.44
3566093399337695,993405.28
4917409253947276,595824.65
3545458624381121,200694.14
4175009349178295,321230.57
3574366403120756,709287.04
5602254417737180,319240.49
30487021409761,955964.45
3565281267736988,528605.15
376046256804245,658149.99
6382518639553672,904081.00
4538092574180,300595.22
5554605806414921,275100.33
3554920680331371,550384.68
3557346318804562,277732.21
341589427049390,257409.93
5010121308901058,988792.09
3545386289217225,279650.26
67627433053318809,297863.28
5602229219128275,220535.14
675916732050538644,931401.16
633110438999367524,139809.61
340500737247179,319071.19
3561423647175149,13193.84
3529449436845221,852764.24
340390231678941,20081.42
560224903652750900,132482.65
3558113777976730,42496.93
3534629447670816,681712.39
4508964349024964,437281.52
30329924446146,292258.28
630493647488149010,182257.11
201687965879357,916425.94
5641821865343621,592974.53
5105686680517074,732536.79
4041377798731,691342.32
30040253307540,804695.91
3560315102196688,63668.81
337941266551224,243173.60
3584834710581414,899833.25
6334543515070525,410999.60
5602235615884759,553799.06
5602253834661395,237722.51
30305285081870,286813.70
675942107802848690,506059.79
201458336733164,266554.47
3574356167308218,717814.83
6304499182419626,30151.29
3561486779652235,161594.39
3530681082442609,407605.04
3582557306147330,211744.08
3544326483376204,726376.50
3565809734878262,829849.40
5487293176163790,888877.01
3584647620203642,83550.69
490545530944943217,786395.34
3564718750189523,267204.31
3530192166260206,728934.27
3565988380257904,209583.43
3563697298355187,771227.90
30498172712119,996339.01
5108759274832857,522357.51
4844067119824515,719280.98
3544477260548687,554786.71
201554506794190,233763.97
4017959744887860,249277.76
374283179396064,792929.11
3572716015243028,874632.74
3540364442975935,293230.80
30441606570521,931304.94
30275356108771,766208.86
377061420286475,675991.21
5602248199627064,419580.02
5100179797167954,752728.09
3543237463293718,120213.86
3528382241772242,145979.72
3537488338569513,623813.94
36147778227899,852754.72
4844956311829829,548638.38
337941947635826,162587.48
